   11,    8, -5.1686903500000001e-06,  6.6216804840000002e-05 
   11,    9, -2.6345272570000000e-04, -1.3555300929999999e-04 
   11,   10,  3.4461402539999998e-05,  3.1493935360000003e-05 
   11,   11,  1.4449280510000001e-04,  7.1228612929999998e-05 
   12,    0,  7.2879248239999996e-04,  0.0000000000000000e+00 
   12,    1, -9.2691494900000007e-05,  2.2455852790000000e-04 
   12,    2, -3.6407091130000001e-04,  6.6664257680000002e-05 
   12,    3, -5.1940022640000003e-05,  6.4674709390000001e-05 
   12,    4,  4.2545539680000001e-04,  3.8862737619999998e-04 
   12,    5, -5.6492413529999998e-05, -2.6294963390000000e-05 
   12,    6, -2.9987002540000002e-04, -5.0500882820000000e-05 
   12,    7,  1.1498868369999999e-04,  1.4344474910000000e-04 
   12,    8, -1.4263804039999999e-04,  2.0128428280000000e-06 
   12,    9,  1.1679466090000000e-04, -3.9348971110000001e-05 
   12,   10, -1.2737885590000000e-04, -2.1613229460000000e-04 
   12,   11,  7.4393501179999998e-05,  2.1826059150000001e-04 
   12,   12,  1.4312675350000001e-04,  5.5689717380000003e-05 
   13,    0, -4.1584399669999998e-04,  0.0000000000000000e+00 
   13,    1,  2.2743946550000000e-04, -1.1855198930000000e-04 
   13,    2,  5.2490777609999999e-05, -2.3266644810000002e-05 
   13,    3,  9.2896450850000006e-05,  4.8644589449999997e-05 
   13,    4,  1.1881959940000000e-04, -6.4884679589999995e-05 
   13,    5,  2.1414011340000001e-04,  5.5847917370000001e-05 
   13,    6,  1.2799465709999999e-04, -1.8914239109999999e-04 
   13,    7, -1.2875574010000001e-04,  7.8387835199999997e-06 
   13,    8,  1.1785636640000000e-04,  4.8732444490000003e-05 
   13,    9,  1.3664588230000000e-04,  1.4683802689999999e-04 
   13,   10,  4.0898882010000003e-05, -1.4759203970000001e-05 
   13,   11, -6.8464590619999997e-05, -1.5459470780000001e-05 
   13,   12, -6.5610619010000000e-05,  1.1842765190000000e-04 
   13,   13, -5.9038878729999999e-05,  3.0726378879999998e-04 
   14,    0, -6.1159943990000000e-04,  0.0000000000000000e+00 
   14,    1,  1.8875527530000001e-04, -1.0334430640000000e-04 
   14,    2,  3.7404931630000002e-04, -2.1568351889999999e-05 
   14,    3,  1.5363924419999999e-04, -1.5882335910000000e-04 
   14,    4, -2.7331057220000003e-04, -2.6041710400000000e-04 
   14,    5,  4.2622303740000002e-05,  6.5244803720000005e-05 
   14,    6,  2.8303846599999998e-04, -5.2903610260000001e-06 
   14,    7, -3.6583291559999998e-05, -1.1758623390000000e-04 
   14,    8,  9.8788572979999998e-05, -8.0167280699999994e-05 
   14,    9, -1.2349459860000001e-04,  6.8846768179999996e-05 
   14,   10,  6.2614844480000001e-05,  1.2653739659999999e-04 
   14,   11, -4.3103484780000001e-05, -1.2332695940000000e-04 
   14,   12, -5.4625251150000000e-05, -1.7532142590000001e-04 
   14,   13,  2.9048169209999999e-05,  2.7108618330000000e-05 
   14,   14, -1.1217416850000000e-04,  1.2848684820000001e-04 
   15,    0,  2.9599652329999999e-04,  0.0000000000000000e+00 
   15,    1, -6.0181089170000003e-05,  1.7005563840000000e-04 
   15,    2, -6.7359610920000003e-05,  7.8231471599999995e-05 
   15,    3,  1.1093862319999999e-05, -9.3568659930000006e-05 
   15,    4,  4.3017278169999999e-05,  1.0484685440000000e-04 
   15,    5, -1.9545759800000000e-04,  3.3184419059999998e-05 
   15,    6, -2.7172043040000000e-05,  1.3465933370000000e-04 
   15,    7,  1.8781052109999999e-04, -4.9133012900000003e-06 
   15,    8, -4.5280028860000002e-05, -1.5804708190000001e-06 
   15,    9, -1.5447186540000000e-04, -1.5503478570000001e-04 
   15,   10, -3.4753850440000002e-05,  1.5175196780000001e-05 
   15,   11,  1.5354447899999999e-04,  3.8320387169999998e-05 
   15,   12,  2.3148623720000001e-05, -2.2900287439999998e-05 
   15,   13, -4.8697065449999998e-05, -2.1482288390000000e-04 
   15,   14,  3.0005595199999999e-05,  9.0761701629999997e-05 
   15,   15,  1.6901227620000001e-04,  2.5165538800000001e-04 
   16,    0,  4.3145760730000000e-04,  0.0000000000000000e+00 
   16,    1, -4.3056012930000003e-05,  1.7282183369999999e-04 
   16,    2, -3.4148076790000001e-04,  1.5045172510000001e-05 
   16,    3, -1.0785248920000000e-04,  6.9856438229999994e-05 
   16,    4,  3.5865414100000000e-04,  2.5247336519999998e-04 
   16,    5, -2.3540392000000001e-05, -1.2834530300000001e-05 
   16,    6, -2.3869386669999999e-04, -7.3397649530000005e-05 
   16,    7,  9.8037307670000002e-05,  9.4982125570000002e-05 
   16,    8, -1.0206742219999999e-05,  7.4103582900000002e-05 
   16,    9,  3.9450658049999999e-05, -9.1611332569999992e-06 
   16,   10, -6.0113877450000000e-05, -1.4838929170000000e-04 
   16,   11,  6.3368209600000002e-05,  1.2049244190000000e-04 
   16,   12,  2.2744973350000000e-05,  1.5325454459999999e-04 
   16,   13, -2.4345474780000001e-05,  4.9297469279999997e-05 
   16,   14,  7.8897132539999999e-05, -1.2689329880000001e-04 
   16,   15, -9.9395467360000004e-05,  1.1959522690000001e-04 
   16,   16, -2.1242829979999998e-05,  2.4270691620000001e-04 
