    2,    0, -1.7511179809999999e-02,  0.0000000000000000e+00 
    2,    1, -2.2702245980000000e-06,  2.8203179269999999e-08 
    2,    2,  5.8193924620000004e-03, -1.9725096689999999e-05 
    3,    0,  5.6102232060000002e-03,  0.0000000000000000e+00 
    3,    1,  1.5471424020000000e-03,  1.5367590569999999e-03 
    3,    2,  1.1152512079999999e-04,  6.3549319759999997e-05 
    3,    3,  2.6659883690000000e-03, -9.3320626640000005e-04 
    4,    0,  1.0249805969999999e-02,  0.0000000000000000e+00 
    4,    1,  4.3602995780000001e-04,  1.8561637419999999e-03 
    4,    2, -2.1918593300000000e-03,  7.7490627409999998e-04 
    4,    3, -1.0760532610000000e-03,  1.0240624190000000e-04 
    4,    4,  2.1356023950000001e-03,  3.0683624259999999e-03 
    5,    0, -1.3766889559999999e-03,  0.0000000000000000e+00 
    5,    1,  5.1610518200000002e-04, -7.8603158730000002e-05 
    5,    2,  5.4643357740000002e-04, -1.2414414320000000e-03 
    5,    3,  4.2499827590000000e-04,  2.2689275079999999e-04 
    5,    4,  1.3800737060000001e-03, -5.0380075940000002e-04 
    5,    5,  4.8691129910000000e-04,  5.2406939820000005e-04 
    6,    0, -2.4871020140000001e-03,  0.0000000000000000e+00 
    6,    1,  1.1514101620000001e-03, -8.3550768479999997e-06 
    6,    2,  7.2806032580000003e-04, -2.9364847730000001e-04 
    6,    3,  1.3360569230000000e-03, -9.7063358640000000e-04 
    6,    4, -5.0900653000000005e-04, -6.4853055490000000e-04 
    6,    5,  1.2360159800000001e-04, -5.9927003779999995e-04 
    6,    6,  7.1948234450000005e-04, -5.0024956500000001e-05 
    7,    0,  9.8097596559999995e-04,  0.0000000000000000e+00 
    7,    1,  5.7622477060000001e-04,  3.5015161240000000e-04 
    7,    2,  1.9148356000000001e-05,  9.8723201439999999e-05 
    7,    3,  1.2712655170000000e-05, -2.0449939260000000e-04 
    7,    4, -1.9592453669999999e-05,  2.0698627759999999e-04 
    7,    5, -6.2912174119999999e-04,  4.2087875160000003e-05 
    7,    6, -2.9907019039999999e-04,  3.5263850259999998e-04 
    7,    7,  9.5214219830000002e-04, -3.7221240550000003e-04 
    8,    0,  1.7528060460000000e-03,  0.0000000000000000e+00 
    8,    1, -1.4552701310000001e-04,  4.8210259300000000e-04 
    8,    2, -4.0453178769999997e-04, -9.4204699460000006e-05 
    8,    3,  1.7931142160000001e-05, -5.8977775270000000e-05 
    8,    4,  7.0242737839999996e-04,  9.3324081920000005e-04 
    8,    5,  2.3879410749999999e-04, -4.7564923769999999e-06 
    8,    6, -5.8375364729999996e-04,  2.9115202349999999e-04 
    8,    7,  4.1233332310000001e-04,  3.6248589530000000e-04 
    8,    8, -9.2366086280000004e-04, -1.2160331720000000e-04 
    9,    0, -5.9076702920000002e-04,  0.0000000000000000e+00 
    9,    1,  2.6054221999999999e-04, -1.2427183069999999e-04 
    9,    2,  6.7454155780000006e-05, -1.5644299639999999e-04 
    9,    3,  3.0910374040000002e-04, -1.9325702480000001e-05 
    9,    4,  2.1782714769999999e-04, -4.3849301279999998e-05 
    9,    5,  1.0979858699999999e-04, -5.0230743060000003e-05 
    9,    6,  1.3509590279999999e-04, -3.8673945269999998e-04 
    9,    7, -2.9867899089999999e-04,  1.2873019010000000e-04 
    9,    8, -1.6454533809999999e-05, -1.7692420100000000e-04 
    9,    9,  3.5534086030000002e-04,  9.2714719899999998e-05 
   10,    0, -9.1366115040000004e-04,  0.0000000000000000e+00 
   10,    1,  4.7919405119999998e-04, -1.5142690619999999e-04 
   10,    2,  4.3528220840000000e-04, -9.1801717910000000e-05 
   10,    3,  3.5789366930000000e-04, -2.8774558749999999e-04 
   10,    4, -2.8616161810000000e-04, -3.2498841719999998e-04 
   10,    5,  4.4478430550000000e-06,  1.4243394280000001e-04 
   10,    6,  3.2815117330000000e-04, -7.7271092629999997e-05 
   10,    7, -9.9832409430000000e-08, -2.1650350100000000e-04 
   10,    8,  2.4767278380000000e-04, -2.1809197140000001e-05 
   10,    9, -2.1127020720000000e-04,  1.7505806300000001e-04 
   10,   10, -1.1302678110000000e-04,  1.7759792400000001e-04 
   11,    0,  4.8203889520000002e-04,  0.0000000000000000e+00 
   11,    1,  2.1397821770000001e-05,  2.1626923629999999e-04 
   11,    2, -6.1085442990000004e-05,  1.1639478639999999e-04 
   11,    3,  2.8454839830000000e-05, -1.0981266510000000e-04 
   11,    4,  2.3759107439999999e-05,  1.0109695790000000e-04 
   11,    5, -1.6391943640000001e-04, -3.9755590590000004e-06 
   11,    6, -2.0232422160000000e-05,  2.1434740219999999e-04 
   11,    7,  2.0539501120000000e-04, -8.1530275669999998e-05 
